ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5697366,F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,-24329,-5953,1,0,1,0,,2
5905860,F,N,Y,2,287000.0,Working,Secondary / secondary special,Married,House / apartment,-19127,-3075,1,0,1,0,Laborers,4
5313964,F,Y,N,0,161000.0,Working,Secondary / secondary special,Widow,House / apartment,-11564,-3078,1,1,0,0,Laborers,1
5835835,F,N,N,0,141500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13016,365243,1,1,0,0,,2
5837846,M,N,N,0,197500.0,State servant,Secondary / secondary special,Married,House / apartment,-10716,-1838,1,0,0,0,,2
5817500,M,Y,Y,0,177500.0,Pensioner,Higher education,Widow,House / apartment,-23365,365243,1,0,0,0,,1
5566917,F,N,Y,1,407500.0,State servant,Secondary / secondary special,Married,House / apartment,-23348,-7462,1,1,0,0,,3
5642902,M,N,N,0,113500.0,Working,Secondary / secondary special,Married,House / apartment,-18649,-3682,1,0,1,0,,2
5813425,M,N,N,0,91500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12364,-536,1,0,1,0,Laborers,2
5630824,F,Y,N,0,275000.0,Working,Secondary / secondary special,Married,Co-op apartment,-17545,-4154,1,0,1,0,Managers,2
5888211,F,Y,Y,0,147000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9915,-2513,1,0,0,0,Managers,1
5787335,M,Y,Y,1,188000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-24443,-13265,1,0,0,0,Core staff,3
5192677,F,N,Y,0,208500.0,Working,Secondary / secondary special,Married,House / apartment,-22021,-6661,1,0,1,0,Sales staff,2
5800146,F,Y,Y,2,393000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13171,-938,1,0,0,0,Sales staff,3
5556660,F,N,Y,1,235500.0,Working,Higher education,Widow,House / apartment,-18920,-10604,1,1,0,0,Laborers,2
5930248,F,N,Y,1,147000.0,Working,Secondary / secondary special,Married,Rented apartment,-22199,-11757,1,0,1,0,Drivers,3
5363679,F,Y,Y,0,233500.0,Working,Lower secondary,Separated,House / apartment,-21141,-11398,1,0,0,0,Laborers,1
5406302,F,N,Y,0,158500.0,Working,Secondary / secondary special,Married,House / apartment,-22677,-12035,1,0,0,0,,2
5813654,F,N,N,0,226500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21459,365243,1,0,1,0,,2
5943885,F,N,N,0,179000.0,Working,Secondary / secondary special,Married,House / apartment,-7887,-1005,1,0,0,0,Sales staff,2
5600730,F,Y,Y,0,104500.0,Working,Higher education,Married,House / apartment,-10669,-850,1,1,0,0,,2
5431103,M,N,Y,0,543000.0,Working,Secondary / secondary special,Married,House / apartment,-12182,-2892,1,0,1,0,Laborers,2
5333585,F,N,Y,0,137000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8996,365243,1,0,0,0,,2
5358615,M,N,Y,2,255000.0,Working,Higher education,Married,House / apartment,-17188,-10308,1,0,1,0,,4
5270775,F,N,N,0,205000.0,Working,Secondary / secondary special,Married,House / apartment,-22141,-10831,1,0,1,0,,2
5602899,M,N,Y,0,90500.0,Working,Secondary / secondary special,Married,House / apartment,-9442,-2244,1,0,0,0,Cooking staff,2
5733373,M,N,N,0,174000.0,State servant,Secondary / secondary special,Married,House / apartment,-10448,-1199,1,1,0,1,Laborers,2
5769683,M,N,N,0,92000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12049,365243,1,0,0,0,,2
5732745,F,N,Y,0,258500.0,Working,Secondary / secondary special,Married,House / apartment,-18572,-526,1,0,0,0,High skill tech staff,2
5907074,M,N,N,0,72000.0,Working,Secondary / secondary special,Separated,House / apartment,-8209,-547,1,0,0,1,Laborers,1
5464454,F,Y,Y,1,127000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18048,-312,1,0,1,0,,2
5240792,F,Y,N,1,146000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13538,365243,1,0,0,0,,3
5276762,F,N,N,0,115500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23256,-6477,1,0,0,1,Core staff,2
5017538,M,Y,Y,0,251500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15128,-348,1,1,0,0,Sales staff,2
5265879,F,N,N,1,351000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10586,365243,1,0,0,0,,3
5367574,M,N,N,3,270500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13914,-6134,1,1,0,0,,4
5953012,M,N,Y,1,273000.0,Working,Secondary / secondary special,Married,House / apartment,-11584,-4910,1,1,0,0,Drivers,3
5112110,F,N,N,0,227500.0,Commercial associate,Higher education,Single / not married,House / apartment,-13978,-4284,1,0,0,0,,1
5915734,F,N,Y,2,115000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8063,-948,1,0,0,0,Private service staff,4
5966082,F,N,Y,0,260000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23162,-1496,1,0,1,0,,2
5459277,F,N,Y,1,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11477,-798,1,0,0,0,,3
5850509,F,N,N,1,207500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21600,-12666,1,0,0,0,Laborers,3
5606169,F,Y,Y,0,110000.0,Working,Higher education,Married,With parents,-18619,-4868,1,0,0,0,Sales staff,2
5076002,M,Y,Y,0,272500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8524,-543,1,0,0,0,Laborers,2
5732093,M,N,Y,0,286500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14013,-7291,1,0,0,0,,1
5218347,F,N,Y,0,96500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21506,-7157,1,0,0,0,Drivers,2
5383550,M,N,Y,1,192500.0,Working,Higher education,Married,With parents,-8794,-1372,1,1,0,1,Drivers,3
5747112,F,N,Y,0,99500.0,State servant,Secondary / secondary special,Married,House / apartment,-18918,-3117,1,0,0,0,Laborers,2
5594021,M,Y,Y,0,525500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15632,-3012,1,0,1,0,,2
5317815,F,N,N,0,115500.0,Pensioner,Higher education,Married,House / apartment,-11784,365243,1,0,0,0,,2
5894770,F,Y,Y,0,178000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14845,-4035,1,0,1,0,,1
5240928,M,N,Y,0,264500.0,Pensioner,Higher education,Married,With parents,-19795,365243,1,0,1,0,,2
5113212,M,N,Y,1,199500.0,Working,Secondary / secondary special,Married,House / apartment,-11328,-1810,1,0,0,0,Drivers,3
5408035,F,Y,Y,0,77000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15994,-6455,1,0,0,0,Laborers,1
5600193,F,Y,Y,0,84500.0,Working,Higher education,Married,House / apartment,-10116,-1101,1,0,0,0,Laborers,2
5750441,F,Y,Y,0,46500.0,Working,Secondary / secondary special,Married,House / apartment,-20995,-5439,1,0,0,0,,2
5493473,F,Y,Y,0,207000.0,Working,Secondary / secondary special,Married,House / apartment,-8836,-1051,1,0,1,0,Cooking staff,2
5347117,M,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13690,-4661,1,1,0,0,Laborers,2
5947300,M,N,Y,0,122500.0,State servant,Higher education,Married,House / apartment,-21598,-2088,1,0,0,0,,2
5845489,F,Y,Y,1,156000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19684,-10645,1,1,0,0,,3
5604609,F,N,Y,1,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-7743,-721,1,1,0,1,Laborers,3
5626015,F,Y,Y,0,147000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17536,-6128,1,0,1,0,Core staff,2
5631990,M,N,Y,2,162500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-23105,-14435,1,0,0,1,,3
5361076,F,Y,Y,1,342000.0,Working,Secondary / secondary special,Married,House / apartment,-9444,-1320,1,0,0,0,Drivers,3
5936448,F,N,N,0,92500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-13717,365243,1,0,0,0,,1
5364915,M,Y,Y,0,262000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-21080,-7523,1,0,1,0,Laborers,2
5773955,M,Y,Y,0,288000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10467,365243,1,1,0,0,,2
5900046,M,Y,N,0,340500.0,Working,Secondary / secondary special,Married,Office apartment,-20678,-8696,1,0,0,0,Drivers,2
5812751,M,N,N,0,139000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18537,365243,1,0,1,0,,1
5374327,M,N,Y,1,204500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16277,365243,1,0,0,0,,3
5482042,F,Y,Y,1,131500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17351,-6077,1,1,0,0,Core staff,3
5256134,M,Y,Y,0,149500.0,Working,Secondary / secondary special,Married,House / apartment,-10759,-2712,1,0,0,0,Core staff,2
5198949,M,N,Y,0,136500.0,State servant,Higher education,Married,House / apartment,-15559,-7730,1,0,0,0,,2
5765657,M,N,Y,0,179000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23358,365243,1,0,0,0,,2
5307380,M,N,N,1,274000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16077,365243,1,0,0,0,,3
5335549,F,N,Y,0,56000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10560,-200,1,0,0,0,Managers,1
5765770,F,N,N,1,88000.0,Commercial associate,Higher education,Married,House / apartment,-13665,-4307,1,0,0,1,,3
5019176,F,Y,N,0,245000.0,Working,Incomplete higher,Married,House / apartment,-18362,-2874,1,0,0,0,Laborers,2
5087269,F,Y,Y,1,65000.0,State servant,Secondary / secondary special,Married,House / apartment,-8417,-1387,1,0,0,0,Laborers,3
5689948,F,N,Y,1,175000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23306,-12203,1,0,1,0,Accountants,3
5257439,M,N,Y,0,255500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19646,-12586,1,1,1,0,Core staff,2
5064746,F,N,Y,1,162500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10498,-3169,1,0,1,0,Laborers,3
5057598,M,N,Y,0,173500.0,State servant,Higher education,Married,House / apartment,-14968,-2607,1,0,0,0,,2
5558325,M,N,Y,1,276000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19232,-2827,1,0,0,0,Core staff,2
5395101,F,Y,Y,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,-12411,-4430,1,0,0,0,Drivers,4
5370535,M,Y,N,1,142500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16299,-3674,1,0,1,0,Managers,3
5117219,F,N,Y,0,166000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-23968,-14830,1,0,0,0,,1
5017282,F,Y,Y,2,118500.0,Working,Higher education,Married,House / apartment,-23148,-12960,1,0,1,0,Laborers,4
5042222,F,Y,Y,1,128000.0,Working,Higher education,Single / not married,House / apartment,-9296,-1491,1,0,0,0,Managers,2
5698303,F,N,N,0,187500.0,Working,Secondary / secondary special,Separated,House / apartment,-16637,-7344,1,1,0,0,Sales staff,1
5095125,F,N,Y,0,103000.0,State servant,Secondary / secondary special,Married,House / apartment,-13920,-2383,1,0,1,0,Managers,2
5223696,F,N,Y,0,91000.0,Working,Secondary / secondary special,Married,House / apartment,-19619,-1223,1,0,0,0,High skill tech staff,2
5781037,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-8317,-786,1,0,0,0,,2
5566021,F,Y,N,0,152000.0,Working,Secondary / secondary special,Married,House / apartment,-22792,-5193,1,0,1,0,,2
5123494,F,Y,Y,0,146000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16209,-1847,1,0,0,0,Core staff,2
5424470,F,N,Y,1,114000.0,Working,Higher education,Widow,House / apartment,-13851,-1412,1,0,0,0,Core staff,2
5770583,F,N,N,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-8177,365243,1,0,0,0,,1
5278007,M,Y,Y,2,124500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-22909,-3171,1,0,0,0,,4
5175736,F,N,Y,0,191500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-22558,-8389,1,0,0,0,Sales staff,1
5157433,F,N,N,0,141000.0,Working,Secondary / secondary special,Married,House / apartment,-12375,-4492,1,0,0,0,,2
5783379,F,Y,Y,0,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-17889,-10326,1,0,0,0,Drivers,2
5253645,M,Y,Y,0,273000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20601,-8891,1,0,0,0,Core staff,2
5986363,M,N,N,0,179000.0,Working,Incomplete higher,Married,House / apartment,-21220,-5910,1,0,0,0,Sales staff,2
5179093,F,N,Y,0,227000.0,Working,Secondary / secondary special,Married,Municipal apartment,-21045,-7639,1,0,0,0,,2
5285826,F,N,N,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,-13724,-4665,1,0,0,0,High skill tech staff,2
5571371,F,N,Y,0,240000.0,Working,Secondary / secondary special,Married,House / apartment,-10607,-1428,1,1,0,0,Managers,2
5636927,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14123,365243,1,0,0,0,,2
5683091,F,N,Y,0,274000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10231,365243,1,1,0,0,,2
5787783,M,N,Y,0,137500.0,Working,Secondary / secondary special,Married,House / apartment,-23161,-147,1,1,0,0,Medicine staff,2
5776116,M,N,Y,0,236000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17484,-9931,1,0,0,0,,2
5606335,F,Y,Y,0,148000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-14703,365243,1,0,0,0,,1
5008681,F,Y,Y,0,125500.0,Working,Secondary / secondary special,Separated,House / apartment,-7769,-64,1,0,0,0,Medicine staff,1
5477624,F,N,N,0,166500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12379,365243,1,0,0,0,,2
5169959,M,N,Y,1,177000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23013,-4638,1,0,1,0,,3
5055625,F,N,Y,1,269500.0,Working,Secondary / secondary special,Married,House / apartment,-10609,-1329,1,1,0,0,Core staff,3
5449573,F,Y,Y,1,134500.0,Pensioner,Higher education,Married,With parents,-18179,-4118,1,0,0,0,Laborers,3
5028782,M,N,N,0,96000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18435,365243,1,0,0,0,,2
5041425,F,Y,Y,1,128000.0,Commercial associate,Higher education,Married,House / apartment,-11781,-1737,1,0,1,0,,3
5635807,M,N,N,0,403000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8300,-1175,1,0,1,1,Laborers,2
5355897,F,N,Y,0,200000.0,Working,Higher education,Married,House / apartment,-15852,-5734,1,0,0,0,Drivers,2
5644607,F,N,Y,0,160000.0,Working,Higher education,Married,House / apartment,-18078,-3372,1,0,0,0,Core staff,2
5378406,F,N,Y,0,269000.0,State servant,Secondary / secondary special,Married,House / apartment,-15604,-7382,1,0,0,0,Managers,2
5965412,M,Y,Y,1,536500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11403,365243,1,0,0,0,,3
5048358,F,Y,N,0,88500.0,State servant,Higher education,Married,With parents,-24326,-5487,1,0,0,0,High skill tech staff,2
5997730,F,N,N,0,113000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14752,-926,1,1,0,0,,1
5814925,F,N,N,0,133500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20664,-5742,1,0,1,0,,2
5851791,F,Y,Y,0,155500.0,Working,Secondary / secondary special,Married,Office apartment,-16780,-5200,1,0,1,0,Laborers,2
5261142,F,N,N,1,277000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23035,-3513,1,0,0,0,Accountants,2
5676980,F,Y,N,0,201000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17305,-7851,1,0,1,0,Laborers,2
5554789,F,Y,N,0,107000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11550,-1951,1,0,0,0,Laborers,1
5185931,M,N,Y,0,154500.0,Working,Higher education,Married,House / apartment,-15875,-137,1,0,1,0,,2
5092081,M,Y,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13043,365243,1,0,0,0,,2
5933153,F,Y,Y,0,127500.0,Working,Secondary / secondary special,Married,House / apartment,-23040,-16165,1,0,1,0,,2
5246878,M,N,Y,1,180500.0,Working,Higher education,Married,House / apartment,-21999,-14080,1,0,0,0,Laborers,3
5648424,F,Y,N,1,203000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15741,-5667,1,1,0,1,,3
5020775,M,N,Y,0,250500.0,Working,Secondary / secondary special,Married,House / apartment,-16686,-5184,1,0,0,0,Laborers,2
5738995,F,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14872,-5696,1,1,0,0,,2
5877313,F,Y,Y,1,213500.0,Working,Secondary / secondary special,Married,House / apartment,-19782,-7808,1,0,0,1,Accountants,3
5937680,F,N,N,2,340500.0,Working,Higher education,Single / not married,House / apartment,-14481,-2206,1,0,0,0,,3
5667140,F,N,Y,2,179000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19709,-4187,1,0,0,0,Laborers,4
5977563,M,N,Y,0,114000.0,Pensioner,Lower secondary,Separated,House / apartment,-10962,365243,1,1,0,0,,1
5495510,F,Y,N,0,68000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14151,-1295,1,0,0,0,,2
5205957,F,N,Y,0,170000.0,Working,Higher education,Married,House / apartment,-23788,-3827,1,1,0,0,Drivers,2
5756341,M,N,Y,1,290000.0,Working,Secondary / secondary special,Married,House / apartment,-13053,-1029,1,0,0,0,Sales staff,3
5577141,M,Y,Y,0,256500.0,Working,Secondary / secondary special,Married,House / apartment,-14378,-3794,1,1,0,0,,2
5756521,M,N,Y,0,160000.0,State servant,Secondary / secondary special,Married,House / apartment,-23092,-7191,1,0,1,0,HR staff,2
5247236,M,Y,Y,0,291000.0,State servant,Secondary / secondary special,Married,House / apartment,-11300,-4018,1,0,0,0,Laborers,2
5210044,M,N,Y,0,74500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-15657,365243,1,1,1,0,,2
5667830,F,N,Y,2,87500.0,State servant,Higher education,Married,House / apartment,-15412,-5210,1,0,0,0,Laborers,4
5440744,M,N,Y,0,166500.0,Working,Higher education,Married,House / apartment,-16099,-5755,1,0,0,0,Laborers,2
5603077,F,N,Y,0,75000.0,Working,Secondary / secondary special,Married,House / apartment,-8646,-999,1,0,0,0,,2
5854861,M,N,Y,1,105500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15223,365243,1,0,0,0,,3
5444521,F,N,Y,0,161000.0,Working,Secondary / secondary special,Married,House / apartment,-22575,-11895,1,1,0,0,,2
5707251,M,Y,N,1,190500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20680,-8621,1,0,0,0,Laborers,3
5932537,F,Y,Y,1,314000.0,Pensioner,Incomplete higher,Married,House / apartment,-19697,-10795,1,0,1,1,Drivers,3
5753016,F,N,Y,2,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11125,-3257,1,1,0,0,Accountants,4
5371468,F,N,Y,0,96000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-1002,1,0,0,0,,2
5332266,M,Y,Y,0,295000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9734,-3111,1,1,0,0,,1
5404214,F,N,Y,1,148500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21317,-140,1,0,0,1,Security staff,2
5207533,F,Y,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-14549,-6932,1,0,0,0,Laborers,2
5680442,F,Y,N,0,338000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21861,365243,1,1,0,0,,2
5386698,M,N,Y,0,262500.0,Working,Secondary / secondary special,Married,House / apartment,-9317,-732,1,0,1,0,,2
5162730,F,N,Y,0,154000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22580,-14696,1,0,0,0,Laborers,1
5891556,F,Y,Y,0,145500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20686,-3260,1,0,0,0,Managers,1
5512426,F,N,Y,0,96500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15126,-5016,1,0,0,0,,2
5811299,F,N,N,0,185000.0,Working,Incomplete higher,Married,Rented apartment,-19874,-9007,1,1,0,0,Cooking staff,2
5818897,F,N,Y,2,218000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24100,-6772,1,0,0,0,,4
5651691,F,N,Y,0,164000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16856,-5924,1,1,0,0,,2
5262821,F,Y,N,0,220000.0,Working,Secondary / secondary special,Married,House / apartment,-11459,-2467,1,0,0,0,Managers,2
5455714,F,Y,Y,0,83000.0,Working,Secondary / secondary special,Married,Municipal apartment,-23387,-4093,1,0,0,1,,2
5093350,F,Y,N,0,250000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8856,365243,1,0,0,0,,2
5539953,M,N,Y,0,159500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17203,-8031,1,1,0,0,Laborers,2
5019709,F,N,N,1,80000.0,Working,Higher education,Separated,House / apartment,-10823,-4016,1,1,1,0,Laborers,2
5917945,F,N,Y,1,79500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8546,-342,1,0,0,0,Accountants,2
5914579,M,N,Y,0,268000.0,Pensioner,Higher education,Married,House / apartment,-24254,365243,1,0,0,0,,2
5744599,F,Y,Y,0,218500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23669,-17076,1,0,1,0,Medicine staff,2
5685990,M,N,Y,0,246500.0,Commercial associate,Higher education,Married,House / apartment,-16666,-9411,1,0,0,0,Laborers,2
5821294,M,N,Y,2,199000.0,Working,Higher education,Married,House / apartment,-19689,-11016,1,1,0,0,,4
5259417,M,N,Y,1,215000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12924,365243,1,0,0,0,,3
5003603,M,N,Y,0,242500.0,Working,Secondary / secondary special,Widow,House / apartment,-12100,-4067,1,0,0,0,,1
5846987,F,Y,Y,0,322000.0,Working,Secondary / secondary special,Married,House / apartment,-20447,-12823,1,0,0,0,Managers,2
5828852,M,N,N,0,59000.0,Pensioner,Higher education,Civil marriage,House / apartment,-16048,365243,1,0,1,0,,2
5888610,M,N,Y,0,156500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17993,365243,1,0,0,0,,2
5787639,F,N,Y,0,120000.0,Working,Secondary / secondary special,Married,House / apartment,-24765,-9068,1,1,0,0,,2
5557150,M,Y,Y,0,96500.0,Pensioner,Higher education,Civil marriage,House / apartment,-16698,365243,1,0,0,0,,2
5296069,F,N,Y,0,158500.0,Working,Higher education,Separated,House / apartment,-20657,-11654,1,0,0,0,Drivers,1
5509332,F,N,Y,2,299000.0,Working,Secondary / secondary special,Married,House / apartment,-20987,-2796,1,0,0,0,Sales staff,4
5456286,M,N,Y,0,431000.0,Working,Secondary / secondary special,Separated,House / apartment,-21979,-10354,1,0,0,0,Core staff,1
5104357,F,Y,Y,1,218500.0,Working,Secondary / secondary special,Separated,House / apartment,-18434,-10505,1,1,1,0,,2
5667893,M,N,Y,3,283000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21042,-14383,1,0,0,0,Core staff,5
5580302,F,Y,Y,1,317000.0,Working,Higher education,Civil marriage,House / apartment,-19128,-1150,1,1,0,0,Laborers,3
5431261,M,Y,Y,0,163000.0,Working,Higher education,Single / not married,House / apartment,-11720,-108,1,0,0,0,,1
5591222,F,N,Y,2,125000.0,Working,Secondary / secondary special,Married,House / apartment,-15633,-3522,1,0,0,0,Sales staff,4
5247607,F,Y,Y,0,158500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19678,-6829,1,0,0,0,,2
5937397,F,N,Y,2,136500.0,Working,Secondary / secondary special,Widow,Municipal apartment,-12101,-1968,1,0,0,0,Core staff,3
5224483,F,N,Y,1,172500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12040,365243,1,1,0,0,,2
5276160,F,N,Y,0,259500.0,Working,Secondary / secondary special,Married,House / apartment,-22495,-3720,1,1,0,0,Drivers,2
5786922,M,N,Y,1,96000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8600,-326,1,0,0,0,Laborers,3
5235453,M,Y,Y,0,163500.0,Working,Secondary / secondary special,Married,House / apartment,-14790,-534,1,1,0,0,Managers,2
5489052,M,Y,N,1,378500.0,Working,Higher education,Married,Rented apartment,-24206,-6034,1,0,0,0,,3
5689446,F,N,N,2,143500.0,Working,Secondary / secondary special,Married,House / apartment,-16654,-7612,1,1,1,0,Drivers,4
5712338,F,N,Y,2,175500.0,Working,Secondary / secondary special,Married,House / apartment,-23830,-1929,1,0,1,0,Accountants,4
5062942,F,Y,N,0,68000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18452,-2076,1,0,0,0,Sales staff,2
5703135,M,N,Y,0,148500.0,Working,Secondary / secondary special,Separated,Rented apartment,-24677,-7152,1,0,1,0,Core staff,1
5470899,M,N,Y,0,106500.0,Commercial associate,Higher education,Married,House / apartment,-10588,-830,1,0,1,0,Drivers,2
5323186,M,N,Y,1,185500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22430,365243,1,0,1,0,,3
5594065,M,N,Y,0,249000.0,Working,Secondary / secondary special,Married,House / apartment,-7739,-721,1,0,0,0,,2
5779080,M,N,N,0,433500.0,Working,Secondary / secondary special,Married,House / apartment,-13579,-3008,1,0,0,0,Managers,2
5388175,F,Y,Y,0,316000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12048,365243,1,0,0,0,,2
5926910,F,N,Y,0,55000.0,Pensioner,Higher education,Single / not married,House / apartment,-22599,365243,1,0,0,0,,1
5118703,F,Y,Y,1,89000.0,Working,Secondary / secondary special,Separated,House / apartment,-15786,-4454,1,1,1,0,,2
5650768,M,Y,Y,0,173500.0,Working,Secondary / secondary special,Widow,House / apartment,-23074,-5988,1,0,1,0,,1
5752831,M,N,N,0,399000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22958,-9445,1,1,0,0,Accountants,2
5169075,F,Y,Y,0,59500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-16130,-4494,1,0,0,0,Laborers,2
5575838,M,Y,N,0,140000.0,Working,Secondary / secondary special,Married,House / apartment,-19036,-7679,1,0,0,0,Drivers,2
5641417,F,N,Y,1,367000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8872,-1836,1,0,0,0,,3
5735674,F,Y,Y,0,92000.0,Student,Higher education,Married,House / apartment,-21793,-9783,1,0,1,0,Security staff,2
5211773,M,N,Y,0,49500.0,Working,Secondary / secondary special,Separated,House / apartment,-10081,-3151,1,1,0,0,Core staff,1
5409765,F,Y,Y,0,143500.0,Working,Secondary / secondary special,Separated,House / apartment,-12558,-536,1,0,0,0,Medicine staff,1
5870386,F,N,Y,2,180500.0,Pensioner,Higher education,Civil marriage,House / apartment,-20549,365243,1,0,1,0,,4
